zip,state,county,city
30234,Georgia,Butts,
30231,Georgia,Paulding,Dallas
30248,Georgia,Henry,
30253,Georgia,Henry,
30243,Georgia,Butts,Jenkinsburg
30251,Georgia,Meriwether,Luthersville
30252,Georgia,Henry,
30240,Georgia,Troup,
30216,Georgia,Butts,
30218,Georgia,Meriwether,
30241,Georgia,Troup,LaGrange
30217,Georgia,Heard,
30259,Georgia,Coweta,
1801,Massachusetts,Middlesex,Woburn
30262,Georgia,Coweta,
11586,New York,Nassau,Massapequa
30267,Georgia,Coweta,
30266,Georgia,Coweta,
30286,Georgia,Upson,
30289,Georgia,Coweta,Turin
30292,Georgia,Spalding,
30264,Georgia,Coweta,
30293,Georgia,Meriwether,Woodbury
30284,Georgia,Spalding,Sunny Side
30269,Georgia,Fayette,Peachtree City
30278,Georgia,Polk,
30279,Georgia,Walton,
30263,Georgia,Coweta,Newnan
30291,Georgia,Fulton,Union City
30285,Georgia,Lamar,
30302,Georgia,Fulton,Atlanta
30271,Georgia,Bartow,
30290,Georgia,Fayette,Tyrone
30303,Georgia,Fulton,Atlanta
30273,Georgia,Clayton,
30260,Georgia,Clayton,Lake City
30265,Georgia,Coweta,
30277,Georgia,Coweta,
30270,Georgia,Whitfield,Dalton
30288,Georgia,Clayton,Conley
30275,Georgia,Coweta,
30301,Georgia,Gordon,
30299,Georgia,Fayette,Tyrone
30274,Georgia,Clayton,Riverdale
30276,Georgia,Coweta,
30305,Georgia,Fulton,Atlanta
30317,Georgia,DeKalb,
30338,Georgia,DeKalb,Dunwoody
30342,Georgia,Fulton,Sandy Springs
30306,Georgia,DeKalb,Druid Hills
30321,Georgia,Clayton,
30307,Georgia,Fulton,Atlanta
30314,Georgia,Fulton,Atlanta
30330,Georgia,Fulton,Atlanta
30316,Georgia,DeKalb,
30341,Georgia,DeKalb,Chamblee
30308,Georgia,Fulton,Atlanta
30328,Georgia,Fulton,Sandy Springs
30340,Georgia,Gwinnett,
30311,Georgia,Fulton,Atlanta
30310,Georgia,Fulton,Atlanta
30318,Georgia,Fulton,Atlanta
30332,Georgia,Fulton,Atlanta
30325,North Carolina,Clay,
30304,New Hampshire,Rockingham,
30336,Georgia,Fulton,
30322,Georgia,DeKalb,Druid Hills
30315,Georgia,Fulton,Atlanta
30331,Georgia,Fulton,
30324,Georgia,DeKalb,North Atlanta
30329,Georgia,DeKalb,North Druid Hills
30335,Georgia,Fulton,Atlanta
30312,Georgia,Fulton,Atlanta
30337,Georgia,Fulton,College Park
30339,Georgia,Cobb,
30320,Georgia,Fulton,Atlanta
30353,Georgia,Henry,
30363,Georgia,Coweta,
70373,Louisiana,Lafourche,Larose
43229,Ohio,Franklin,Columbus
30347,Georgia,Chattooga,
17003,Pennsylvania,Lebanon,Annville
30364,Georgia,Fulton,East Point
30414,Georgia,Evans,Bellville
30352,Georgia,Henry,
30369,Georgia,Fayette,
30367,Mississippi,Wayne,
30381,Georgia,Henry,
30391,Georgia,Fulton,
30402,Mississippi,Lamar,
30403,Georgia,Johnson,
30404,Georgia,Emanuel,
30407,Georgia,Tattnall,
43832,Ohio,Tuscarawas,
30415,Georgia,Bulloch,
30350,Georgia,Fulton,Sandy Springs
30346,Georgia,DeKalb,Dunwoody
30343,Georgia,Burke,
30345,Georgia,DeKalb,
30349,Georgia,Fulton,
30413,Georgia,Jefferson,
30410,Georgia,Montgomery,
30361,Georgia,DeKalb,Chamblee
30375,Alabama,Geneva,Slocomb
30417,Georgia,Evans,
30394,Georgia,Fulton,Hapeville
30412,Georgia,Montgomery,Alston
30358,Georgia,Bulloch,
30378,Georgia,Dade,
30449,Georgia,Screven,Oliver
30422,Georgia,Tattnall,
30446,Georgia,Screven,Newington
30420,Georgia,Tattnall,
30424,Georgia,Screven,
30442,Georgia,Jenkins,Millen
30431,Georgia,Johnson,
30454,Georgia,Laurens,
30435,Georgia,Toombs,
30427,Georgia,Tattnall,
30441,Georgia,Burke,
30440,Georgia,Emanuel,
30443,Mississippi,Jones,
30444,Georgia,Jefferson,
30423,Georgia,Evans,
30456,Georgia,Burke,Sardis
30439,Georgia,Candler,
30452,Georgia,Bulloch,
30463,Georgia,Toombs,
30457,Georgia,Treutlen,
30447,Georgia,Emanuel,Norristown
30459,Georgia,Bulloch,
30426,Georgia,Burke,Girard
30458,Georgia,Bulloch,Statesboro
30450,Georgia,Bulloch,
30425,Georgia,Bulloch,
30428,Georgia,Wheeler,
30436,Georgia,Toombs,Lyons
30453,Georgia,Tattnall,
30434,Georgia,Jefferson,
30460,Georgia,Bulloch,Statesboro
30438,Georgia,Tattnall,
30451,Georgia,Candler,Pulaski
29161,South Carolina,Florence,
30466,Georgia,Screven,
30474,Georgia,Toombs,Vidalia
30468,Georgia,Screven,
30469,Georgia,Screven,
30518,Georgia,Gwinnett,Sugar Hill
30465,Georgia,Emanuel,Garfield
30502,Georgia,Franklin,
30478,Tennessee,Giles,
30479,Georgia,Candler,
30482,Georgia,Wheeler,
30505,Georgia,Hall,
30509,Alabama,Winston,
30524,Georgia,Dawson,
30488,Georgia,Emanuel,Stillmore
30517,Georgia,Jackson,
30501,Georgia,Hall,Gainesville
30470,Georgia,Montgomery,
30523,Georgia,Habersham,
30521,Georgia,Franklin,
30516,Georgia,Hart,
30506,Georgia,Forsyth,
30519,Georgia,Gwinnett,
30513,Georgia,Fannin,
30515,Georgia,Fannin,Blue Ridge
30512,Georgia,Union,
30464,Georgia,Emanuel,Stillmore
30475,Georgia,Toombs,Vidalia
30471,Georgia,Emanuel,Twin City
30507,Georgia,Hall,
30467,Georgia,Screven,
30473,Georgia,Montgomery,
30477,Georgia,Jefferson,
30530,Georgia,Banks,
30553,Georgia,Franklin,Gumlog
30560,Georgia,Fannin,
30543,Georgia,Jackson,
30535,Georgia,Habersham,
30555,Georgia,Fannin,
30547,Georgia,Banks,
30534,Georgia,Dawson,
30552,Georgia,Rabun,
30537,Georgia,Rabun,
30559,Georgia,Fannin,
30542,Georgia,Hall,
30551,Georgia,Fannin,
30563,Georgia,Habersham,
30538,Georgia,Stephens,
30540,Georgia,Gilmer,
30561,Georgia,Bulloch,
30527,Georgia,Hall,
30557,Georgia,Stephens,
30546,Georgia,Towns,
30539,Georgia,Gilmer,East Ellijay
30565,Georgia,Jackson,
30529,Georgia,Jackson,
30544,Georgia,Telfair,
30545,Georgia,White,
30564,Georgia,Lumpkin,
30554,Georgia,Hall,
30558,Georgia,Jackson,
30549,Georgia,Jackson,
30548,Georgia,Hall,
30556,Georgia,Jackson,Nicholson
30566,Georgia,Hall,
30541,Georgia,Fannin,
30608,Georgia,Clarke,Athens-Clarke County unified government (balance)
30568,Georgia,Rabun,
30567,Georgia,Jackson,
30724,Georgia,Murray,
30588,Georgia,Jackson,
30589,Louisiana,St. Landry,
30594,Alabama,Marion,
30623,Georgia,Morgan,
30597,Georgia,Lumpkin,Dahlonega
30609,Georgia,Clarke,Athens-Clarke County unified government (balance)
30576,Georgia,Rabun,
30610,Georgia,Oglethorpe,
30572,Georgia,Fannin,
30615,Georgia,Hart,
30617,Georgia,Wilkes,
30601,Georgia,Clarke,Athens-Clarke County unified government (balance)
30604,Alabama,Choctaw,Butler
30599,Georgia,Fannin,
30581,Georgia,Rabun,
30612,Georgia,Union,
30603,Georgia,Oconee,
30602,Georgia,Clarke,Athens-Clarke County unified government (balance)
30573,Georgia,Rabun,Tallulah Falls
30577,Georgia,Stephens,
30582,Georgia,Union,
30624,Georgia,Elbert,Bowman
30620,Georgia,Barrow,
30605,Georgia,Clarke,Athens-Clarke County unified government (balance)
30571,Georgia,White,
30606,Georgia,Clarke,Athens-Clarke County unified government (balance)
30598,Georgia,Stephens,
30638,Georgia,Oconee,
30626,Georgia,Madison,
30634,Georgia,Elbert,
30648,Georgia,Oglethorpe,
18340,Pennsylvania,Pike,
28271,North Carolina,Robeson,
30632,Georgia,Elbert,
30641,Georgia,Walton,Good Hope
30667,Georgia,Oglethorpe,
30636,Georgia,Gilmer,
30650,Georgia,Morgan,
30643,Georgia,Hart,Hartwell
30665,Georgia,Greene,Siloam
30646,Georgia,Madison,
30653,Georgia,Coweta,
30654,Georgia,Towns,
30668,Georgia,Wilkes,
30664,Georgia,Taliaferro,Sharon
30669,Georgia,Greene,
30642,Georgia,Greene,
30652,Georgia,Morgan,Madison
30625,Georgia,Morgan,
30671,Georgia,Oglethorpe,Maxeys
30635,Georgia,Elbert,
30673,Georgia,Wilkes,
30645,Georgia,Oconee,North High Shoals
30627,Georgia,Madison,Carlton
30662,Georgia,Franklin,Royston
30663,Georgia,Morgan,
30655,Georgia,Walton,
30660,Georgia,Wilkes,
30633,Georgia,Banks,
30656,Georgia,Walton,
30674,Georgia,Wilkes,
30675,Alabama,Macon,
30732,Georgia,Gordon,
30683,Georgia,Clarke,Athens-Clarke County unified government (balance)
30677,Georgia,Oconee,
30682,Georgia,Oglethorpe,
30710,Georgia,Whitfield,
30689,Georgia,Clarke,Athens-Clarke County unified government (balance)
30691,Georgia,Clarke,Athens-Clarke County unified government (balance)
30695,Georgia,Clarke,Athens-Clarke County unified government (balance)
30700,Ohio,Warren,
30735,Georgia,Gordon,
30733,Georgia,Gordon,
30726,Georgia,Catoosa,
30734,Georgia,Gordon,
30725,Georgia,Walker,
30719,Georgia,Whitfield,
30714,Georgia,Evans,
30717,Georgia,Chattooga,
30727,Georgia,Whitfield,
30676,Georgia,Wilkes,Washington
30728,Georgia,Walker,
30730,Georgia,Chattooga,
30720,Georgia,Whitfield,
30703,Georgia,Murray,
30701,Georgia,Gordon,
30722,Georgia,Whitfield,
30678,Georgia,Greene,
30711,Georgia,Murray,
30721,Georgia,Whitfield,
30731,Georgia,Dade,
30712,Iowa,Tama,Montour
30680,Georgia,Barrow,
30807,Georgia,Warren,Camak
30737,Georgia,Catoosa,
30757,Georgia,Dade,
30750,Georgia,Dade,
30813,Georgia,Columbia,
30802,Georgia,Columbia,
30743,Georgia,Chattooga,
30745,Georgia,Gordon,
30806,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30740,Georgia,Whitfield,
30746,Georgia,Gordon,
30756,Georgia,Whitfield,Varnell
30758,Georgia,Murray,
30764,Tennessee,Williamson,
30766,Georgia,Oconee,
30770,Georgia,Gordon,
30773,Georgia,Gordon,
30775,Georgia,Stephens,
30783,Georgia,Gordon,
30804,Georgia,Columbia,
30812,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30742,Georgia,Catoosa,Fort Oglethorpe
30805,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30736,Georgia,Catoosa,
30755,Georgia,Catoosa,
30751,Georgia,Murray,
30752,Georgia,Dade,
30809,Georgia,Columbia,Evans
30738,Georgia,Dade,
30741,Georgia,Catoosa,Lakeview
30754,Georgia,Dade,Trenton
30866,Georgia,Jefferson,Matthews
12812,New York,Hamilton,
50661,Iowa,Chickasaw,North Washington
30822,Georgia,Jenkins,
30824,Georgia,McDuffie,
30823,Georgia,Jefferson,Stapleton
30831,Georgia,Columbia,
30828,Georgia,Warren,
30834,Georgia,Dawson,
30837,New Hampshire,Belknap,
30853,Alabama,Tallapoosa,
30855,Georgia,Whitfield,
30815,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30893,Georgia,Meriwether,
30894,New Hampshire,Carroll,
30898,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30900,Ohio,Warren,
30904,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30908,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30911,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30830,Georgia,Burke,
30903,Georgia,Columbia,
30833,Georgia,Jefferson,Wrens
30817,Georgia,Lincoln,Lincolnton
30882,Georgia,Jenkins,Perkins
30905,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30821,Georgia,Warren,
30818,Georgia,Jefferson,
30901,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
30819,Georgia,Warren,
31012,Georgia,Dodge,
30913,Georgia,Columbia,
30915,Georgia,Bulloch,
31001,Georgia,Wilcox,
31003,Georgia,Wilkinson,Allentown
30921,Georgia,Tattnall,
30936,Georgia,Chattooga,
31021,Georgia,Laurens,
30951,Georgia,Clay,
30953,Georgia,Chattooga,
30957,Georgia,Dade,
30973,Georgia,Montgomery,
30994,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
31009,Georgia,Laurens,
30964,Georgia,Cobb,Marietta
31018,Georgia,Washington,Davisboro
31016,Georgia,Monroe,
31004,Georgia,Monroe,
31008,Georgia,Crawford,
31019,Georgia,Laurens,
30942,Mississippi,Rankin,Brandon
30999,Georgia,Richmond,Augusta-Richmond County consolidated government (balance)
31011,Georgia,Dodge,Chauncey
31015,Georgia,Crisp,
31017,Georgia,Twiggs,
30919,Georgia,Gwinnett,
31020,Georgia,Bibb,
30920,Georgia,Fayette,Tyrone
31014,Georgia,Bleckley,
30997,Georgia,Columbia,Martinez
31005,Georgia,Houston,
31007,Georgia,Dooly,
30912,Georgia,Union,
31040,Georgia,Laurens,Dublin
12183,New York,Albany,Green Island
31045,Georgia,Warren,
31039,Georgia,Pulaski,
31061,Georgia,Baldwin,Hardwick
31049,Georgia,Johnson,
31034,Georgia,Baldwin,Hardwick
31037,Georgia,Wheeler,
31064,Georgia,Jasper,
31029,Georgia,Monroe,Forsyth
31042,Georgia,Wilkinson,
31041,Georgia,Macon,Ideal
31063,Georgia,Macon,Montezuma
31032,Georgia,Jones,
31053,Georgia,Polk,
31035,Georgia,Washington,
31036,Georgia,Houston,
44256,Ohio,Medina,
31047,Georgia,Houston,
31031,Georgia,Twiggs,
31052,Georgia,Bibb,
31051,Georgia,Dooly,Lilly
31023,Georgia,Dodge,Eastman
31055,Georgia,Telfair,
31038,Georgia,Jones,
31030,Georgia,Peach,Fort Valley
31024,Georgia,Putnam,
31028,Georgia,Houston,Centerville
31058,Georgia,Marion,
31060,Georgia,Dodge,Milan
31033,Georgia,Jones,
31025,Georgia,Houston,
31091,Georgia,Dooly,Unadilla
31072,Georgia,Wilcox,
31096,Georgia,Johnson,Wrightsville
31088,Georgia,Houston,
31079,Georgia,Wilcox,Rochelle
31071,Georgia,Wilcox,
31150,Georgia,Coffee,
31086,Georgia,Hancock,
31098,Georgia,Houston,Warner Robins
31066,Georgia,Crawford,
31090,Georgia,Wilkinson,Toomsboro
31082,Georgia,Washington,
31106,Georgia,Taylor,
31100,Georgia,Wilcox,
31103,Georgia,Pulaski,
31113,Florida,Marion,
31132,Georgia,Liberty,
31143,Florida,Polk,
31083,Georgia,Telfair,Scotland
31077,Georgia,Dodge,
31070,Georgia,Dooly,
31107,Georgia,Fulton,Atlanta
31081,Georgia,Taylor,
31139,Kentucky,Greenup,
31093,Georgia,Houston,Warner Robins
31097,Georgia,Upson,
31084,Georgia,Wilcox,Seville
31067,Georgia,Washington,
31092,Georgia,Dooly,Vienna
31068,Georgia,Macon,Oglethorpe
31075,Georgia,Laurens,
31094,Georgia,Washington,
31085,Georgia,Jasper,
31210,Georgia,Bibb,
31166,Tennessee,DeKalb,
31173,Georgia,Thomas,
31175,Florida,Polk,
31179,Florida,Marion,
31207,Georgia,Bibb,Macon
31302,Georgia,Effingham,
31313,Georgia,Liberty,Hinesville
31211,Georgia,Jones,
31225,Florida,Duval,Jacksonville
31206,Georgia,Bibb,Macon
31309,Georgia,Liberty,
31240,Florida,Putnam,
31212,Georgia,Bartow,Cartersville
31252,Georgia,Glynn,
31259,Georgia,Jeff Davis,
31264,Georgia,Atkinson,
31213,Georgia,Bibb,Macon
31301,Georgia,Liberty,Walthourville
31205,Georgia,Bibb,Macon
31314,Georgia,Liberty,Fort Stewart
31304,Georgia,McIntosh,
31220,Georgia,Bibb,
31297,Georgia,Bibb,
31162,Florida,Sumter,The Villages
31312,Georgia,Effingham,
31245,Alabama,Mobile,Axis
31209,Georgia,Monroe,
31305,Georgia,McIntosh,
31201,Georgia,Bibb,Macon
31217,Georgia,Jones,
31204,Georgia,Bibb,Macon
31295,Georgia,Bibb,
31308,Georgia,Bryan,
31407,Georgia,Chatham,Port Wentworth
31315,Georgia,Liberty,
31319,Georgia,McIntosh,
31328,Georgia,Chatham,Tybee Island
31325,Georgia,Effingham,
31408,Georgia,Chatham,Garden City
31324,Georgia,Bryan,
31330,Florida,Madison,
31406,Georgia,Chatham,Montgomery
31327,Georgia,McIntosh,
31337,Georgia,Charlton,
31340,Florida,Madison,
31346,Kentucky,Floyd,
31350,Florida,Madison,
31357,Georgia,Charlton,
31323,Georgia,Liberty,Riceboro
31363,Georgia,Lanier,
31364,Illinois,Livingston,
31365,Georgia,McIntosh,
31410,Georgia,Chatham,Whitemarsh Island
31404,Georgia,Chatham,Thunderbolt
31380,Georgia,Crawford,
31333,Georgia,Liberty,Walthourville
31329,Georgia,Effingham,
31320,Georgia,Liberty,Midway
31316,Georgia,Long,Ludowici
31318,Georgia,Effingham,
31358,Georgia,Camden,St. Marys
31376,Illinois,Bureau,Walnut
31331,Georgia,McIntosh,
31332,Florida,Gadsden,Gretna
31409,Georgia,Chatham,Savannah
31321,Georgia,Bulloch,
11210,New York,Kings,New York
31516,Georgia,Pierce,
31502,Georgia,Ware,
31423,Louisiana,Grant,
31424,Georgia,Atkinson,
31426,Georgia,Effingham,
31427,Georgia,Long,
31429,Georgia,Effingham,
31437,Georgia,Charlton,
31439,Georgia,Candler,
31441,Tennessee,Scott,
31443,Georgia,Brantley,
31455,Georgia,Coffee,
31463,Georgia,Clinch,
31467,Georgia,Coffee,
31418,Georgia,Chatham,
31504,Georgia,Coffee,
31505,Georgia,Camden,
31420,Florida,Collier,
31412,Georgia,Effingham,Rincon
31514,Georgia,Brantley,
31512,Georgia,Coffee,
31411,Georgia,Chatham,Skidaway Island
31515,Georgia,Appling,
31501,Georgia,Ware,Sunnyside
31415,Georgia,Chatham,Savannah
31524,Georgia,Glynn,
31518,Georgia,Appling,
31521,Georgia,Glynn,
31510,Georgia,Bacon,
31513,Georgia,Appling,
31416,Georgia,Chatham,Henderson
31522,Georgia,Glynn,St. Simons
31523,Georgia,Glynn,
31413,Georgia,Chatham,Savannah
30820,Georgia,Warren,
31528,Georgia,Wheeler,
24688,Virginia,Franklin,Ferrum
31566,Georgia,Brantley,
31553,Georgia,Brantley,
31536,Georgia,Long,
31565,Georgia,Camden,
31532,Georgia,Jeff Davis,
31544,Georgia,Telfair,
31535,Georgia,Coffee,
31543,Georgia,Brantley,
31561,Georgia,Glynn,
31551,Georgia,Bacon,
31527,Georgia,Glynn,
31548,Georgia,Camden,
31554,Georgia,Coffee,
31546,Georgia,Wayne,
31567,Georgia,Coffee,
31558,Georgia,Camden,
31533,Georgia,Coffee,
31537,Georgia,Charlton,Folkston
31562,Georgia,Charlton,
31559,Georgia,Camden,St. Marys
31557,Georgia,Pierce,
31564,Georgia,Ware,
31563,Georgia,Appling,
31534,Georgia,Coffee,Douglas
31555,Georgia,Wayne,
31529,Georgia,Telfair,Lumber City
31560,Georgia,Wayne,Screven
31549,Georgia,Telfair,
31525,Georgia,Glynn,
31570,Georgia,Bacon,
31576,Georgia,Pierce,
31577,Georgia,Brantley,
31583,Georgia,Ware,
31601,Georgia,Lowndes,
31594,Georgia,Telfair,
31595,Georgia,Wayne,
31600,Ohio,Warren,
31611,Mississippi,Marshall,
31602,Georgia,Brooks,
31618,Florida,Levy,
31645,Georgia,Lowndes,
31638,Georgia,Brooks,
31626,Georgia,Thomas,
31605,Georgia,Lowndes,Valdosta
31569,Georgia,Camden,Woodbine
31630,Georgia,Clinch,
31641,Georgia,Lowndes,
31633,Georgia,Lanier,Lakeland
31606,Georgia,Lowndes,
31631,Georgia,Clinch,Fargo
31634,Georgia,Clinch,
31642,Georgia,Atkinson,Pearson
31639,Georgia,Berrien,
31623,Georgia,Clinch,Argyle
31632,Georgia,Lowndes,
31625,Georgia,Brooks,
31627,Georgia,Cook,Cecil
31635,Georgia,Lanier,
31613,Alabama,Limestone,Athens
31636,Georgia,Lowndes,Lake Park
31622,Georgia,Berrien,
31624,Georgia,Atkinson,
31643,Georgia,Brooks,
31646,Georgia,Charlton,
31727,Georgia,Tift,
27574,North Carolina,Person,
31654,Georgia,Brantley,
31673,Georgia,Berrien,
31686,Florida,Marion,
72427,Arkansas,Craighead,
31648,Georgia,Echols,Statenville
31734,Georgia,Thomas,Coolidge
31653,Georgia,Telfair,Jacksonville
31647,Georgia,Cook,
31711,Georgia,Macon,
31713,Georgia,Crisp,
31701,Georgia,Dougherty,
31715,Georgia,Decatur,
31712,Georgia,Worth,
31717,Georgia,Decatur,
31724,Georgia,Early,
31726,Georgia,Terrell,
31728,Georgia,Grady,
31729,Georgia,Grady,Calvary
31731,Georgia,Early,
31705,Georgia,Dougherty,Albany
31704,Georgia,Dougherty,
31721,Georgia,Terrell,
31722,Georgia,Colquitt,Berlin
31699,Georgia,Lowndes,
31730,Georgia,Mitchell,
31649,Georgia,Lanier,
31706,Georgia,Dougherty,Albany
31716,Georgia,Mitchell,
31714,Georgia,Turner,Ashburn
31703,Georgia,Worth,
31765,Georgia,Thomas,Meigs
31737,Georgia,Baker,
31760,Georgia,Irwin,
31742,Georgia,Terrell,
31745,Georgia,Miller,
31772,Georgia,Worth,
31738,Georgia,Thomas,
31747,Georgia,Colquitt,
31752,Georgia,Decatur,
31743,Georgia,Sumter,
